검색조건
대출기간,2024-01-01 ~ 2024-12-28
성별,전체
연령,20대
지역,전체
ISBN 부가기호,전체
주제,철학
세부주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2024-12-29
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"26","나는 왜 사랑할수록 불안해질까 :이유도 없이 상처받는 관계를 반복한다면 애착 유형 심리학 ","제시카 바움 지음 ;최다인 옮김","부키","2023","","9788960519718","03180","189.2","874",
"27","마흔에 읽는 니체 =지금 이순간을 살기 위한 철학 수업 /Nietzsche ","장재형 지음","유노콘텐츠그룹","2022","","9791192300245","03160","165.77","865",
"28","철학은 날씨를 바꾼다 :삶을 쓰다듬는 위안의 책 ","서동욱 지음","김영사","2024","","9788934971351","03100","104","847",
"29","모든 삶은 흐른다 :삶의 지표가 필요한 당신에게 바다가 건네는 말 ","로랑스 드빌레르 지음 ;이주영 옮김","Fika(피카)","2023","","9791190299770","03100","199.1","831",
"30","나를 소모하지 않는 현명한 태도에 관하여 ","마티아스 뇔케 지음 ;이미옥 옮김","퍼스트펭귄","2024","","9791198682505","03190","189.2","822",
"31","미움받을 용기 :사랑과 진정한 자립에 대한 아들러의 가르침","기시미 이치로,전경아 옮김","인플루엔셜","2016","2","9791186560129","03180","189.2","810",
"32","사랑의 기술","에리히 프롬 지음;황문수 옮김","문예출판사","2006","","9788931001143","03180","181.71","808",
"33","시작의 기술 :침대에 누워서 걱정만 하는 게으른 완벽주의자를 위한 7가지 무기 ","개리 비숍 지음 ;이지연 옮김","웅진씽크빅","2019","","9788901230658","03320","189.1","789",
"34","창조적 행위 :존재의 방식 ","릭 루빈 지음 ;정지현 옮김","코쿤북스","2023","","9791197831744","03600","181.53","785",
"35","정리하는 뇌 :디지털 시대, 정보와 선택 과부하로 뒤엉킨 머릿속과 일상을 정리하는 기술 ","대니얼 J. 레비틴 지음 ;김성훈 옮김","미래엔","2014","","9788937837654","03180","181.3","764",
"36","사랑 수업 :어떻게 사랑하고 사랑받을 것인가 ","윤홍균 지음","심플라이프","2020","","9791186757666","03190","189.2","760",
"37","(비울수록 사람을 더 채우는) 말그릇 ","김윤나 지음","카시오페아","2017","","9791185952987","03190","189.2","754",
"38","(오은영의) 화해 :상처받은 내면의 나와 마주하는 용기 ","오은영 지음","대성","2019","","9788997396870","03180","189.2","750",
"39","생각 중독 :불안과 후회를 끊어내고 오늘을 사는 법 ","닉 트렌턴 지음 ;박지선 옮김","웅진씽크빅","2024","","9788901280486","03180","181.7","744",
"40","12가지 인생의 법칙 :혼돈의 해독제 ","조던 B. 피터슨 지음 ;강주헌 옮김","메이븐","2018","","9791196067694","03180","199.1","740",
"41","수치심 탐구생활 :완벽주의와 자기의심에 대하여 ","지은이: 사월날씨","사람in","2023","","9788960499256","04810","180.4","733",
"41","만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42 ","김혜남 지음","메이븐","2022","","9791190538510","03180","199.1","733",
"43","참 괜찮은 태도 :15년 동안 길 위에서 만난 수많은 사람들에게 배운 삶의 의미 ","지은이: 박지현 ;일러스트: 오하이오","메이븐","2022","","9791190538480","03190","199.1","729",
"44","행복의 기원 :생존과 번식, 행복은 진화의 산물이다 ","서은국 지음","21세기북스(북이십일 21세기북스)","2014","","9788950955779","03180","181.71","721",
"45","돈으로 살 수 없는 것들 :무엇이 가치를 결정하는가 ","지은이: 마이클 샌델 ;옮긴이: 안기순","미래엔","2012","","9788937833663","03330","193","714",
"46","(자극에 둔감해진 시대를 살아가는 우리에게 필요한) 예민함이라는 무기 ","롤프 젤린 지음 ;유영미 옮김","나무생각","2018","","9791162180297","03180","182.12","713",
"46","감정 어휘 :모호한 감정을 선명하게 밝혀 내 삶을 살게 해주는 말 공부 ","유선경 지음","앤의서재","2022","","9791190710411","03180","181.73","713",
"48","마음 지구력 =삶의 경로를 재탐색하는 발칙한 끈기에 대한 이야기 /Mental endurance ","윤홍균 지음","21세기북스(북이십일 21세기북스)","2024","","9791171172870","03190","189.1","706",
"49","신경 끄기 연습 :걱정, 초조, 두려움을 뛰어넘는 61가지 심리 기술 ","나이토 요시히토 지음 ;김한나 옮김","유노콘텐츠그룹","2023","","9791192300405","03190","199.1","701",
"50","무례한 사람에게 웃으며 대처하는 법 :인생 자체는 긍정적으로 개소리에는 단호하게 ","정문정 지음","가나문화콘텐츠","2018","","9788957369364","03810","189.2","700",
"51","당신이 옳다 :정혜신의 적정심리학 ","지은이: 정혜신","해냄","2018","","9788965746669","03180","189","686",
"52","기분이 태도가 되지 않으려면 :감정 기복이 심한 당신에게 필요한 기분 수업 ","나겨울 지음","Rise(떠오름)","2021","","9791197080845","03180","181.71","679",
"53","브레인포그 :내 삶의 몰입과 집중을 되찾는 10가지 방법 ","질 P. 웨버 지음 ;진정성 옮김","한국경제신문","2023","","9788947549158","03180","182.35","663",
"54","피로사회 ","지은이: 한병철 ;옮긴이: 김태환","문학과지성사","2012","","9788932022888","03100","104","659",
"55","죽음의 수용소에서","빅터 프랭클 지음;이시형 옮김","청아출판사","2005","","9788936803261","03180","186.5","653",
"56","나는 왜 생각이 많을까? :머릿속의 스위치를 끄고 싶을 때 보는 뇌과학 이야기 ","홋타 슈고 지음 ;윤지나 옮김","서사원","2021","","9791190179874","03180","180","643",
"57","나는 왜 남들보다 쉽게 지칠까 :무던해 보이지만 누구보다 예민한 HSP를 위한 심리학 ","최재훈 지음","서스테인","2024","","9791193388075","03180","182.12","636",
"58","매우 예민한 사람들을 위한 상담소 :뇌과학과 정신의학을 통해 예민함을 나만의 능력으로 ","전홍진 지음","한겨레엔","2023","","9791160405231","03180","186.3","635",
"59","제정신이라는 착각 :확신에 찬 헛소리들과 그 이유에 대하여 ","지은이: 필리프 슈테르처 ;옮긴이: 유영미","김영사","2023","","9788934950998","03180","181.3","629",
"60","나는 왜 무기력을 되풀이하는가 :에리히 프롬 진짜 삶을 말하다 ","지음: 에리히 프롬 ;옮김: 장혜경","나무생각","2016","","9791186688519","03180","185.5","625",
"61","회복탄력성 =시련을 행운으로 바꾸는 마음 근력의 힘 /Resilience ","김주환 지음","위즈덤하우스","2019","","9791189938772","13320","189","608",
"62","하버드 회복탄력성 수업 :우울, 불안, 번아웃, 스트레스에 무너지지 않는 멘탈 관리 프로젝트 ","게일 가젤 지음 ;손현선 옮김","현대지성","2021","","9791166815782","03320","189","606",
"63","탁월한 사유의 시선 :건명원 강의 ","최진석 지음","21세기북스","2017","","9788950968267","03100","104","599",
"64","서사의 위기 ","한병철 지음 ;최지수 옮김","다산북스","2023","","9791130646091","03100","104","579",
"65","(빅터 프랭클의) 죽음의 수용소에서 :죽음조차 희망으로 승화시킨 인간 존엄성의 승리 ","빅터 프랭클 지음 ;이시형 옮김","청아출판사","2020","","9788936811549","03180","185.5","571",
"65","나도 아직 나를 모른다 :뇌과학과 임상심리학이 부서진 마음에게 전하는 말 ","허지원 지음","홍익출판사","2018","","9788970656588","03180","186.3","571",
"67","소유냐 존재냐 ","저자: 에리히 프롬 ;역자: 차경아","까치글방","2020","","9788972917038","03100","126","558",
"68","자기 결정 :행복하고 존엄한 삶은 내가 결정하는 삶이다 ","페터 비에리 지음 ;문항심 옮김","은행나무","2015","","9788956609249","03100","165.7","556",
"69","미래의 나를 구하러 갑니다 :후회는 줄이고 실행력은 높이는 자기조절의 심리학 ","변지영 지음","길벗","2023","","9791140705047","03180","189.1","555",
"70","슬픔에 이름 붙이기 :마음의 혼란을 언어의 질서로 꿰매는 감정 사전 ","존 케닉 지음 ;황유원 옮김","윌북","2024","","9791155817193","03890","181.7","553",
"71","홀로서기 심리학 :이제는 흔들리지 않고 삶의 중심을 잡고 싶다면 ","지은이: 라라 E. 필딩 ;일러스트: 최연주","메이븐","2020","","9791190538206","03180","183.7","536",
"72","인생의 태도 :행복한 이기주의자로 평생 살아보니 알게 된 것들 ","웨인 다이어 지음 ;이한이 옮김","길벗","2020","","9791165211653","03190","191.6","535",
"73","관계를 읽는 시간 :나의 관계를 재구성하는 바운더리 심리학 ","문요한 지음","길벗","2018","","9791160505801","03180","189.2","533",
"74","인간 본성의 법칙 ","로버트 그린 지음 ;이지연 옮김","위즈덤하우스 미디어그룹","2019","","9791190182560","03180","189","526",
"75","결심이 필요한 순간들 :인생의 갈림길에서 더 나은 선택을 하는 법 ","러셀 로버츠 지음 ;이지연 옮김","세계사(세계사컨텐츠그룹)","2023","","9788933872260","03100","181.91","523",
"75","미라클모닝 :당신의 하루를 바꾸는 기적 아침 6분이면 충분하다 ","할 엘로드 지음 ;김현수 옮김","한빛비즈","2016","","9791157841110","13320","199.1","523",
"77","오티움 =살아갈 힘을 주는 나만의 휴식 /?t?um ","문요한 지음","위즈덤하우스","2020","","9791190908108","03180","186.5","512",
"78","자신의 존재에 대해 사과하지 말 것 :삶, 사랑, 관계에 닿기 위한 자폐인 과학자의 인간 탐구기 ","카밀라 팡 지음 ;김보은 옮김","푸른숲","2023","","9791156754107","03400","180","501",
"79","클루지 :생각의 역사를 뒤집는 기막힌 발견 ","지은이: 개리 마커스 ;옮긴이: 최호영","웅진씽크빅","2008","","9788901090184","03180","181.38","490",
"79","마음의 법칙 :사람의 마음을 사로잡는 51가지 심리학 ","폴커 키츠,김희상 옮김","포레스트","2022","","9791191347685","03320","189","490",
"81","마음의 지혜 :내 삶의 기준이 되는 8가지 심리학 ","김경일 지음","콘텐츠그룹 포레스트","2023","","9791192625508","03180","189.1","488",
"82","그대들, 어떻게 살 것인가 ","요시노 겐자부로 지음 ;김욱 옮김","양철북","2012","","9788963720654","03830","199.5","487",
"82","우리는 모두 죽는다는 것을 기억하라 :삶의 다른 방식을 찾고 있는 당신에게 ","웨인 다이어 지음 ;정지현 옮김","Tornado(토네이도)","2019","","9791158511586","03190","199.1","487",
"84","정의란 무엇인가 ","저자: 마이클 샌델 ;역자: 이창신","김영사","2010","","9788934939603","03330","193","486",
"85","인정욕구 :관심과 칭찬에 집착하는 욕망의 심리학 ","에노모토 히로아키 지음 ;김지선 옮김","Fika(피카)","2023","","9791190299923","03180","189","469",
"86","관계의 언어 :나를 잃지 않고 관계를 회복하는 마음 헤아리기 심리학 ","문요한 지음","길벗","2023","","9791140707256","03180","189.2","468",
"87","아주 세속적인 지혜 :400년 동안 사랑받은 인생의 고전 ","발타자르 그라시안 지음 ;강정선 옮김","Page2(페이지2북스)","2023","","9791169850179","03100","199.1","461",
"88","평균의 종말 :평균이라는 허상은 어떻게 교육을 속여왔나 ","토드 로즈 지음 ;정미나 옮김","북이십일","2018","","9788950963613","03370","182.1","459",
"89","사는 게 고통일 때, 쇼펜하우어 :욕망과 권태 사이에서 당신을 구할 철학 수업 ","박찬국 지음","21세기북스(북이십일 21세기북스)","2021","","9788950995485","04300","165.47","454",
"90","(超譯) 니체의 말 ","시라토리 하루히코 엮음 ;박재현 옮김","삼호미디어","2010","","9788978494298","03100","165.77","453",
"91","생각에 관한 생각 :우리의 행동을 지배하는 생각의 반란 ","지은이: 대니얼 카너먼 ;옮긴이: 이창신","김영사","2018","","9788934981213","03320","181.3","443",
"92","에고라는 적 :인생의 전환점에서 버려야 할 한 가지 ","라이언 홀리데이 지음 ;이경식 옮김","흐름출판","2017","","9788965962090","03190","189.1","436",
"93","예민한 사람도 마음이 편안해지는 작은 습관 ","니시와키 ?지 지음 ;이은혜 옮김","길벗","2021","","9791165215835","03190","182.12","430",
"94","호감의 시작 :관계, 일, 인생이 풀리는 매력의 법칙 =Beginning of attraction ","희렌최 지음","책읽어주는남자","2024","","9791193937143","03190","194.2","423",
"95","과거가 남긴 우울 미래가 보낸 불안 :후회, 자책, 걱정, 초조를 멈추는 심리학 ","김아라 지음","유노북스","2022","","9791192300214","03180","189","416",
"96","나를 모르는 나에게 :고민하는 청춘을 위한 심리학 수업 ","하유진 지음","책세상","2017","","9791159311284","03180","189.1","415",
"97","나는 왜 혼자가 편할까? :인간관계가 귀찮은 사람들의 관계 심리학 ","오카다 다카시 지음 ;김해용 옮김","동양books(동양북스)","2015","","9791157030651","03190","189.2","414",
"98","현대사상 입문 ","지바 마사야 지음 ;김상운 옮김","Arte(북이십일 아르테)","2023","","9788950927400","03100","166.8","408",
"99","삶의 격 :존엄성을 지키며 살아가는 방법 ","페터 비에리 지음 ;문항심 옮김","은행나무","2014","","9788956608075","03100","165.7","403",
"100","무기력이 무기력해지도록 :게으름, 우울증, 번아웃의 심리학 ","한창수 지음","RHK(알에이치코리아)","2021","","9788925579863","03180","181.3","399",
"101","죽음이 물었다, 어떻게 살 거냐고 :찬란한 생의 끝에 만난 마지막 문장들 ","한스 할터 지음 ;한윤진 옮김","콘텐츠그룹 포레스트","2023","","9791193506219","03190","199.1","396",
"102","사는 게 힘드냐고 니체가 물었다 :피할 수 없는 내 운명을 사랑하는 법 ","박찬국 지음","21세기북스","2018","","9788950978518","03100","165.77","395",
"103","FBI 행동의 심리학 :말보다 정직한 7가지 몸의 단서 ","지은이: 조 내버로,옮긴이: 박정길","웅진씽크빅","2010","","9788901110806","03320","181.81","391",
"104","내가 확실히 아는 것들 ","오프라 윈프리 지음 ;송연수 옮김","북하우스","2014","","9788956058054","03840","199.1","387",
"105","아티스트 웨이 :나를 위한 12주간의 창조성 워크숍 ","줄리아 카메론 지음 ;임지호 옮김","경당","2012","","9788986377453","03600","181.53","378",
"106","클루지 :생각의 역사를 뒤집는 기막힌 발견 ","지은이: 개리 마커스 ;옮긴이: 최호영","웅진씽크빅","2023","","9788901272085","03180","181.38","375",
"106","혼자일 수 없다면 나아갈 수 없다 :프리드리히 니체 아포리즘 ","프리드리히 니체 지음 ;김욱 편역","콘텐츠그룹 포레스트","2024","","9791193506387","03100","165.77","375",
"108","프레임:나를 바꾸는 심리학의 지혜","최인철 지음","북이십일21세기북스","2007","","9788950911546","03320","189","374",
"109","감정의 이해 ","엠마 헵번 지음 ;김나연 옮김","콘텐츠그룹 포레스트","2024","","9791193506455","03180","181.7","372",
"110","내 주위에는 왜 멍청이가 많을까 :세상을 위협하는 멍청함을 연구하다 ","장 프랑수아 마르미옹 지음 ;이주영 옮김","시공사","2020","","9788952756879","03180","181.1","370",
"111","데일리 필로소피 =아침을 바꾸는 철학자의 질문 /Daily philosophy ","라이언 홀리데이,장원철 옮김","다산북스","2021","","9791130679365","03100","160.25","368",
"112","지능의 역설 :우리가 몰랐던 지능의 사생활 ","가나자와 사토시 지음 ;김준 옮김","연필","2020","","9791162766521","03180","181.1","364",
"113","오늘도 망설이다 하루가 다 갔다 ","샐리 M. 윈스턴,박이봄 옮김","푸른숲","2023","","9791156754183","03180","181.71","361",
"114","카네기 인간관계론 ","데일 카네기 지음 ;최염순 옮김","씨앗을 뿌리는 사람의 즐거운 편집실","2007","","9788956370590","04320","189.2","356",
"115","생각에 관한 생각 :우리의 행동을 지배하는 생각의 반란 ","지은이: 대니얼 카너먼 ;옮긴이: 이진원","김영사","2012","","9788934956150","03320","181.3","354",
"116","설득의 심리학 :사람의 마음을 사로잡는 7가지 불변의 원칙","로버트 치알디니 지음 ;임상훈 옮김","21세기북스(북이십일 21세기북스)","2023","1","9788950950002","03320","181.9","351",
"116","몰입의 즐거움 ","미하이 칙센트미하이 지음 ;이희재 옮김","해냄출판사","2008","","9788973378869","03180","181.37","351",
"116","명상록 ","마르쿠스 아우렐리우스 지음 ;박문재 옮김","현대지성","2018","","9791187142379","03100","160.258","351",
"119","나도 아직 나를 모른다 ","지은이: 허지원","김영사","2020","","9788934991298","03180","186.3","345",
"119","마음이 아니라 뇌가 불안한 겁니다 :최신 과학이 밝힌 뇌 유형별 회복 탄력의 비밀 ","다니엘 G. 에이멘 지음 ;이은경 옮김","위즈덤하우스","2023","","9791168126749","03180","181.71","345",
"121","지루하면 죽는다 :비밀이 많은 콘텐츠를 만들 것 ","조나 레러 지음 ;이은선 옮김","윌북","2023","","9791155816677","03800","181.3","340",
"122","인생을 숙제처럼 살지 않기로 했다 :힘 빼고 유연하게, 모든 순간을 파도 타듯 즐기는 심리 수업 ","웃따 지음","다산북스","2023","","9791130696942","03180","189.2","339",
"122","아티스트 웨이, 마음의 소리를 듣는 시간 :세상의 모든 소리에 귀 기울여 나를 바꾸는 법 ","줄리아 캐머런 지음 ;이상원 옮김","비즈니스북스","2022","","9791162542767","03190","181.53","339",
"124","깨진 틈이 있어야 그 사이로 빛이 들어온다 :차라투스트라는 이렇게 말했다 ","프리드리히 니체 지음 ;김신종 옮김","Page2(페이지2북스)","2024","","9791169850681","03100","165.77","338",
"125","시크릿","지은이: 론다 번;옮긴이: 김우열","살림출판사","2007","","9788952206503","03320","189","337",
"126","꽃은 누구에게나 핀다 ","오은화 지음","북로망스","2023","","9791191891409","03810","199.1","334",
"127","인간 관계의 법칙 ","로버트 그린 지음 ;강미경 옮김","웅진씽크빅","2020","","9788901239866","03180","189.2","331",
"128","멘탈을 회복하는 연습 :후회와 미련은 접고 다시 앞으로 나아가기 위한 두뇌 재훈련 프로젝트 ","데이먼 자하리아데스 지음 ;안솔비 옮김","서삼독","2023","","9791165348120","03190","189.1","328",
"129","(超譯) 니체의 말 ","지은이: 프리드리히 니체 ;옮긴이: 박재현","Samho Media(삼호미디어)","2021","","9788978496155","03100","165.77","327",
"129","생각한다는 착각 :뇌과학과 인지심리학으로 풀어낸 마음의 재해석 ","닉 채터 지음 ;김문주 옮김","Whale Books(웨일북)","2021","","9791190313995","03180","181.3","327",
"131","아주 보통의 행복 :평범해서 더욱 소중한 ","최인철 지음","21세기북스(북이십일 21세기북스)","2021","","9788950996437","03320","191.6","326",
"131","나는 불안할 때 논어를 읽는다 :불안함이 요동치는 인생을 위로할 최고의 고전! ","판덩 지음 ;이서연 옮김","다빈치하우스","2022","","9791158741426","03100","148.3","326",
"131","1년 뒤 오늘을 마지막 날로 정해두었습니다 :어떻게 살아야 할지 막막할 때 ","오자와 다케토시 지음 ;김향아 옮김","필름(필름출판사)","2022","","9791188469956","03830","199.1","326",
"134","상처받지 않는 영혼 :내면의 자유를 위한 놓아보내기 연습 ","마이클 A. 싱어 지음 ;이균형 옮김","라이팅하우스","2014","","9788998075088","03840","189","325",
"135","질서 너머 :인생의 다음 단계로 나아가는 12가지 법칙 ","조던 피터슨 지음 ;김한영 옮김","웅진씽크빅","2021","","9788901249599","03180","199.1","322",
"135","블랙 쉽 :잠들어 있는 내 안의 검은 양을 일깨워라 ","브랜트 멘스워 지음 ;최이현 옮김","필름(필름출판사)","2022","","9791188469970","03190","189.1","322",
"135","결국 해내는 사람들의 원칙 :최신 뇌과학이 밝혀낸 성공의 비밀 ","앨런 피즈,이재경 옮김","반니","2020","","9791191214185","03190","189.1","322",
"138","공감은 지능이다 :신경과학이 밝힌 더 나은 삶을 사는 기술 ","자밀 자키 지음 ;정지인 옮김","푸른숲","2021","","9791156758730","03180","181.7","320",
"139","히든 포텐셜 :성공을 이루는 숨은 잠재력의 과학 ","애덤 그랜트 지음 ;홍지수 옮김","한경BP","2024","","9788947549363","03320","181.9","315",
"139","왜 살아야 하는가 :삶과 죽음이라는 문제 앞에 선 사상가 10인의 대답 ","미하엘 하우스켈러 지음 ;김재경 옮김","청림출판","2021","","9791155401903","03100","126.5","315",
"139","오십에 읽는 논어 :굽이치는 인생을 다잡아 주는 공자의 말 ","최종엽 지음","유노북스","2021","","9791190826839","03140","148.3","315",
"142","죽음이란 무엇인가 :예일대 17년 연속 최고의 명강의 ","지은이: 셸리 케이건 ;옮긴이: 박세연","웅진씽크빅","2012","","9788901152219","03100","126.5","314",
"142","나는 단순하게 살기로 했다 :물건을 버린 후 찾아온 12가지 놀라운 인생의 변화 ","사사키 후미오 지음 ;김윤경 옮김","비즈니스북스","2015","","9791186805114","03190","199.1","314",
"144","평범하여 찬란한 삶을 향한 찬사 :완벽하지 않아 완전한 삶에 대하여 ","마리나 반 주일렌 지음 ;박효은 옮김","Fika(피카)","2024","","9791193866030","03100","199.1","313",
"145","어른의 중력 :생의 1/4 승강장에 도착한 어린 어른을 위한 심리학 ","사이아 도일 바이오크 지음 ;임슬애 옮김","윌북","2022","","9791155815632","03180","183.3","311",
"145","나는 죽을 때까지 지적이고 싶다 =지적인 생각은 어떻게 내 삶의 무기가 되는가 /Intelligent until i die ","양원근 지음","정민미디어","2023","","9791191669466","03810","199.1","311",
"147","양수인간 :삶의 격을 높이는 내면 변화 심리학 ","최설민 지음","책읽어주는남자","2024","","9791193937006","03190","189","310",
"148","왜 당신은 다른 사람을 위해 살고 있는가 =Why do you sacrifice your life for others? ","글: 고윤","Deep&wide","2024","","9791191369540","03810","199.1","308",
"149","사람은 생각하는 대로 된다 =전 세계 1%만이 알고 있는 부와 성공의 진리 /We become what we think about ","얼 나이팅게일 지음 ;정지현 옮김","빌리버튼","2023","","9791192999135","03320","199.1","306",
"150","탁월한 사유의 시선 :견명원 강의 ","최진석 지음","21세기북스","2018","","9788950975401","03100","104","303",
"151","5분 뚝딱 철학 :생각의 역사 ","김필영 지음","스마트북스","2020","","9791190238311","03100","104","297",
"151","게으르다는 착각 :우리는 왜 게으름을 두려워할 필요가 없는가 ","데번 프라이스 지음 ;이현 옮김","Whale Books(웨일북)","2022","","9791192097176","03180","189.1","297",
"153","마음가면 :숨기지 마라, 드러내면 강해진다 ","브레네 브라운 지음 ;안진이 옮김","길벗","2016","","9791187345268","03180","189","296",
"153","어른의 감정 수업 :쉽게 상처받고 흔들리는 마음을 단단하게 지켜내는 법 ","인현진 지음","앤의서재","2023","","9791190710572","03180","181.7","296",
"155","이미지란 무엇인가 ","지은이: 이솔","민음사","2023","","9788937492136","04300","104","294",
"155","휴먼카인드 :감춰진 인간 본성에서 찾은 희망의 연대기 ","뤼트허르 브레흐만 지음 ;조현욱 옮김","인플루엔셜","2021","","9791191056471","03900","126","294",
"157","삶은 왜 의미 있는가 :속물 사회를 살아가는 자유인의 나침반 ","이한 지음","미지북스","2016","","9788994142500","03190","199.1","293",
"158","(법륜 스님의) 행복 :행복해지고 싶지만 길을 몰라 헤매는 당신에게 ","법륜 지음 ;최승미 그림","문학동네","2016","","9788954637169","03810","199.1","292",
"159","센서티브 :남들보다 민감한 사람을 위한 섬세한 심리학 ","일자 샌드 지음 ;김유미 옮김","다산북스","2017","","9791130611099","03180","182.12","291",
"159","일생에 단 한번은 독기를 품어라 :한번 사는 인생 간절히, 후회 없이 살아라 ","권민창 지음","바이포엠 스튜디오","2022","","9791192579344","03190","199.1","291",
"161","나는 왜 꾸물거릴까? :미루는 습관을 타파하는 성향별 맞춤 심리학 ","이동귀,오현주 지음","21세기북스(북이십일 21세기북스)","2023","","9791171172207","03180","181.845","289",
"162","진짜 좋아하는 일만 하고 사는 법 :인생에 극적인 전환점을 만드는 마인드셋 업그레이드 ","데릭 시버스 지음 ;정지현 옮김","현대지성","2024","","9791139716504","03190","199.1","288",
